eventID,year,month,day,hour,minute,second,longitude,latitude,depth,magnitude,sigmaMagnitude,Source
B092883B,1983,9,28,21,2,33,43.1,11.52,5.0,5.1,0,GCMT_003775
B092983A,1983,9,29,2,6,20,115.36,-11.35,33.0,5.5,0,GCMT_003776
B092983B,1983,9,29,6,34,15,-14.72,-12.72,10.0,5.3,0,GCMT_003777
B092983C,1983,9,29,15,21,11,-85.45,10.94,49.0,5.2,0,GCMT_003778
B093083A,1983,9,30,18,58,13,43.26,11.81,10.0,5.4,0,GCMT_003779
B100183A,1983,10,1,12,57,57,150.72,45.6,33.0,5.4,0,GCMT_003780
B100383A,1983,10,3,13,33,36,139.48,33.91,24.0,5.8,0,GCMT_003781
B100483A,1983,10,4,3,10,1,121.44,20.08,33.0,5.2,0,GCMT_003782
B100483B,1983,10,4,13,14,4,151.02,-4.7,260.0,5.3,0,GCMT_003783
C100483C,1983,10,4,18,52,12,-70.77,-26.62,18.0,6.4,0,GCMT_003784
B100683A,1983,10,6,11,10,11,-151.4,62.49,98.0,5.4,0,GCMT_003785
B100683B,1983,10,6,15,1,48,-70.91,-26.72,20.0,5.5,0,GCMT_003786
B100783B,1983,10,7,5,20,43,103.54,-4.66,112.0,5.1,0,GCMT_003787
B100783A,1983,10,7,10,18,46,-74.26,43.94,13.0,5.1,0,GCMT_003788
B100783C,1983,10,7,20,5,17,122.58,23.97,33.0,5.1,0,GCMT_003789
B100883A,1983,10,8,7,45,26,130.66,44.22,561.0,5.7,0,GCMT_003790
B100883B,1983,10,8,22,33,32,146.0,-5.47,56.0,5.7,0,GCMT_003791
C100983A,1983,10,9,11,25,42,-70.59,-26.26,33.0,5.9,0,GCMT_003792
B101083A,1983,10,10,3,33,22,103.17,-5.83,33.0,5.5,0,GCMT_003793
B101083B,1983,10,10,10,16,58,25.32,40.27,10.0,4.9,0,GCMT_003794
B101183A,1983,10,11,22,41,11,-44.49,27.25,10.0,5.5,0,GCMT_003795
B101283A,1983,10,12,2,23,56,128.15,-2.92,33.0,5.4,0,GCMT_003796
B101283B,1983,10,12,3,39,39,-82.72,8.06,22.0,5.7,0,GCMT_003797
B101283C,1983,10,12,13,12,7,-90.99,13.66,68.0,5.1,0,GCMT_003798
B101383A,1983,10,13,10,1,41,144.4,41.78,33.0,5.5,0,GCMT_003799
B101383B,1983,10,13,12,22,15,-46.32,24.58,10.0,5.5,0,GCMT_003800
B101383C,1983,10,13,13,6,38,-21.81,-0.84,10.0,5.6,0,GCMT_003801
B101383D,1983,10,13,23,27,33,-34.62,7.28,10.0,5.3,0,GCMT_003802
C101583A,1983,10,15,10,56,54,156.34,-8.14,33.0,5.9,0,GCMT_003803
B101583B,1983,10,15,18,41,12,156.4,-7.73,27.0,5.4,0,GCMT_003804
B101683A,1983,10,16,5,32,27,121.08,1.09,31.0,6.1,0,GCMT_003805
B101683B,1983,10,16,9,59,45,-70.21,-23.84,66.0,5.7,0,GCMT_003806
B101783A,1983,10,17,13,25,22,-174.13,-20.44,33.0,5.8,0,GCMT_003807
B101783B,1983,10,17,19,36,21,-17.48,37.62,10.0,5.9,0,GCMT_003808
B101883A,1983,10,18,2,49,30,115.2,-11.53,9.0,5.4,0,GCMT_003809
B101983A,1983,10,19,4,45,54,43.44,11.8,10.0,5.3,0,GCMT_003810
B101983B,1983,10,19,9,33,9,-87.67,12.61,67.0,5.2,0,GCMT_003811
B102083A,1983,10,20,2,5,41,-173.95,-20.91,70.0,5.3,0,GCMT_003812
B102083B,1983,10,20,10,22,27,128.33,2.6,74.0,5.2,0,GCMT_003813
B102183A,1983,10,21,8,14,18,-69.11,-30.64,117.0,5.5,0,GCMT_003814
B102183B,1983,10,21,8,44,46,94.43,22.04,90.0,5.3,0,GCMT_003815
B102183C,1983,10,21,20,34,49,29.38,40.13,14.0,5.1,0,GCMT_003816
C102283A,1983,10,22,4,21,36,-25.44,-60.62,33.0,6.4,0,GCMT_003817
B102283D,1983,10,22,5,53,23,-24.87,-60.4,33.0,6.3,0,GCMT_003818
C102283B,1983,10,22,13,7,39,-25.43,-60.66,33.0,6.1,0,GCMT_003819
B102283C,1983,10,22,21,48,40,126.71,4.15,47.0,5.5,0,GCMT_003820
B102283E,1983,10,22,22,8,28,-25.25,-60.28,33.0,5.5,0,GCMT_003821
B102383A,1983,10,23,4,44,45,142.54,41.88,72.0,5.5,0,GCMT_003822
B102483A,1983,10,24,0,36,6,-76.75,-12.96,55.0,5.6,0,GCMT_003823
C102583A,1983,10,25,0,36,23,120.9,1.07,33.0,5.8,0,GCMT_003824
B102683B,1983,10,26,5,38,27,-179.98,-36.55,33.0,5.1,0,GCMT_003825
B102683A,1983,10,26,10,46,14,122.15,1.61,504.0,5.6,0,GCMT_003826
B102783A,1983,10,27,19,43,49,120.81,1.05,33.0,5.7,0,GCMT_003827
B102883A,1983,10,28,5,57,1,179.6,-31.05,33.0,5.6,0,GCMT_003828
C102883B,1983,10,28,14,6,6,-113.89,44.05,10.0,6.2,0,GCMT_003829
B102883C,1983,10,28,19,51,24,-113.91,44.07,10.0,5.4,0,GCMT_003830
B102983A,1983,10,29,23,29,12,-114.03,44.31,10.0,5.4,0,GCMT_003831
B103083A,1983,10,30,1,45,58,71.42,36.43,203.0,5.4,0,GCMT_003832
C103083B,1983,10,30,4,12,27,42.17,40.29,17.0,6.1,0,GCMT_003833
B103083C,1983,10,30,12,40,23,42.18,40.39,20.0,5.2,0,GCMT_003834
B103083D,1983,10,30,16,51,57,133.86,35.46,31.0,5.6,0,GCMT_003835
B103083E,1983,10,30,21,39,16,152.87,47.79,79.0,5.7,0,GCMT_003836
B103183A,1983,10,31,17,37,54,119.23,-9.11,67.0,6.0,0,GCMT_003837
B110383A,1983,11,3,7,41,11,-79.49,-3.98,93.0,5.9,0,GCMT_003838
B110383B,1983,11,3,10,40,51,104.62,-5.86,112.0,5.4,0,GCMT_003839
B110483A,1983,11,4,19,1,37,-168.15,52.45,33.0,5.3,0,GCMT_003840
B110583B,1983,11,5,5,23,12,165.82,-11.04,78.0,5.4,0,GCMT_003841
B110583A,1983,11,5,19,48,24,89.87,33.92,33.0,5.1,0,GCMT_003842
B110683A,1983,11,6,9,38,40,-177.69,-20.13,387.0,5.5,0,GCMT_003843
B110683B,1983,11,6,21,9,43,115.21,35.23,10.0,5.7,0,GCMT_003844
B110783A,1983,11,7,8,39,20,128.29,1.42,31.0,5.7,0,GCMT_003845
B110783B,1983,11,7,16,26,30,128.19,1.39,31.0,5.8,0,GCMT_003846
B110783C,1983,11,7,20,12,37,128.28,1.44,33.0,5.6,0,GCMT_003847
B110883A,1983,11,8,21,53,37,128.25,1.41,54.0,5.4,0,GCMT_003848
B110983A,1983,11,9,1,57,50,-100.04,-36.13,10.0,5.4,0,GCMT_003849
B110983B,1983,11,9,3,13,8,126.22,11.26,33.0,5.2,0,GCMT_003850
B110983C,1983,11,9,10,48,44,114.19,-50.23,10.0,5.0,0,GCMT_003851
B110983D,1983,11,9,16,29,51,10.32,44.69,37.0,5.1,0,GCMT_003852
B111083B,1983,11,10,8,33,11,-177.08,-65.39,10.0,5.4,0,GCMT_003853
B111083A,1983,11,10,23,33,52,123.06,4.25,580.0,5.6,0,GCMT_003854
B111183A,1983,11,11,21,19,28,125.81,6.34,136.0,5.4,0,GCMT_003855
B111183B,1983,11,11,22,47,53,-170.64,52.49,59.0,5.1,0,GCMT_003856
B111283A,1983,11,12,13,53,32,-74.11,-15.73,71.0,5.3,0,GCMT_003857
B111283B,1983,11,12,23,35,19,-26.23,-58.88,111.0,5.3,0,GCMT_003858
B111583A,1983,11,15,10,38,52,115.33,-11.31,33.0,5.4,0,GCMT_003859
B111583B,1983,11,15,17,18,8,161.73,55.51,33.0,5.0,0,GCMT_003860
B111583C,1983,11,15,17,35,7,141.69,31.12,40.0,5.6,0,GCMT_003861
B111583D,1983,11,15,18,4,1,141.78,31.17,44.0,5.5,0,GCMT_003862
B111683D,1983,11,16,0,54,11,96.06,26.13,138.0,5.0,0,GCMT_003863
B111683A,1983,11,16,10,44,6,141.57,37.3,43.0,5.5,0,GCMT_003864
C111683B,1983,11,16,16,13,0,-155.45,19.43,11.0,6.3,0,GCMT_003865
B111683C,1983,11,16,22,7,23,119.14,-9.08,93.0,5.8,0,GCMT_003866
B111783A,1983,11,17,10,39,30,-63.22,-28.2,575.0,5.4,0,GCMT_003867
B111783B,1983,11,17,14,53,17,-13.53,-7.24,10.0,5.1,0,GCMT_003868
B111883A,1983,11,18,1,15,32,39.52,39.78,10.0,5.0,0,GCMT_003869
B111983A,1983,11,19,4,31,52,126.55,1.96,79.0,5.3,0,GCMT_003870
B112083A,1983,11,20,0,44,46,148.47,43.72,56.0,5.9,0,GCMT_003871
B112083B,1983,11,20,20,32,19,130.67,-7.53,54.0,5.9,0,GCMT_003872
B112283A,1983,11,22,2,7,12,144.36,12.08,43.0,5.6,0,GCMT_003873
C112283B,1983,11,22,14,20,58,-79.94,0.42,23.0,6.3,0,GCMT_003874
B112383A,1983,11,23,5,48,33,-178.33,-18.11,607.0,5.6,0,GCMT_003875
B112383B,1983,11,23,8,12,15,-75.55,-15.09,54.0,5.1,0,GCMT_003876
C112483A,1983,11,24,5,30,34,128.25,-7.55,187.0,6.2,0,GCMT_003877
B112583A,1983,11,25,9,23,27,-108.8,24.25,33.0,5.3,0,GCMT_003878
B112583B,1983,11,25,19,56,8,155.58,-40.44,24.0,6.0,0,GCMT_003879
B112583C,1983,11,25,21,54,13,152.01,-5.45,33.0,5.9,0,GCMT_003880
B112683A,1983,11,26,9,22,32,-82.59,3.94,10.0,5.4,0,GCMT_003881
B112683C,1983,11,26,15,51,49,-155.34,56.77,33.0,5.3,0,GCMT_003882
B112683B,1983,11,26,20,18,23,-82.26,7.38,10.0,5.6,0,GCMT_003883
B112683D,1983,11,26,23,29,8,-80.15,-44.37,10.0,5.3,0,GCMT_003884
B112783A,1983,11,27,20,22,51,152.18,-5.49,37.0,5.5,0,GCMT_003885
B112883A,1983,11,28,19,10,7,-76.01,-44.95,19.0,5.6,0,GCMT_003886
B112983A,1983,11,29,2,55,15,-114.54,-49.75,10.0,4.8,0,GCMT_003887
B112983B,1983,11,29,20,59,49,139.94,32.59,125.0,5.7,0,GCMT_003888
B112983C,1983,11,29,22,18,31,146.61,-6.29,48.0,5.8,0,GCMT_003889
B112983D,1983,11,29,23,41,7,-177.81,-19.49,527.0,5.8,0,GCMT_003890
B113083A,1983,11,30,2,56,46,142.8,41.82,49.0,5.8,0,GCMT_003891
B113083B,1983,11,30,10,16,15,-26.29,-56.49,106.0,5.8,0,GCMT_003892
C113083C,1983,11,30,17,46,0,72.12,-6.89,10.0,6.6,0,GCMT_003893
B120183A,1983,12,1,5,45,34,71.43,-6.66,10.0,5.9,0,GCMT_003894
B120183C,1983,12,1,18,23,41,71.33,-6.47,10.0,5.3,0,GCMT_003895
B120183B,1983,12,1,22,29,29,71.81,-6.68,10.0,5.4,0,GCMT_003896
C120283A,1983,12,2,3,9,5,-91.94,14.05,69.0,5.9,0,GCMT_003897
B120283B,1983,12,2,11,55,23,-91.92,14.14,59.0,5.2,0,GCMT_003898
B120283C,1983,12,2,20,38,16,71.09,-6.58,10.0,5.3,0,GCMT_003899
B120283D,1983,12,2,23,8,39,38.6,7.03,10.0,5.1,0,GCMT_003900
B120383A,1983,12,3,1,23,58,-172.96,-15.65,82.0,6.1,0,GCMT_003901
C120383B,1983,12,3,17,43,14,71.41,-6.54,10.0,6.3,0,GCMT_003902
B120483B,1983,12,4,13,6,30,72.3,-6.81,10.0,5.0,0,GCMT_003903
B120483A,1983,12,4,19,30,40,-173.75,-20.72,33.0,5.4,0,GCMT_003904
B120583A,1983,12,5,1,53,38,131.83,32.46,44.0,5.0,0,GCMT_003905
B120583B,1983,12,5,11,48,57,167.29,-14.49,207.0,5.0,0,GCMT_003906
B120583C,1983,12,5,12,41,23,171.09,53.87,33.0,5.2,0,GCMT_003907
B120583D,1983,12,5,20,54,22,8.7,73.78,10.0,5.1,0,GCMT_003908
B120783A,1983,12,7,12,11,31,69.11,36.02,49.0,5.4,0,GCMT_003909
B120883A,1983,12,8,1,26,21,62.49,4.41,10.0,5.5,0,GCMT_003910
B120883B,1983,12,8,2,19,11,-178.52,-19.07,631.0,5.4,0,GCMT_003911
B120883C,1983,12,8,10,21,56,-102.55,18.62,67.0,5.5,0,GCMT_003912
B120883D,1983,12,8,11,1,22,-179.72,-22.34,652.0,5.4,0,GCMT_003913
B120883E,1983,12,8,13,17,59,149.0,3.78,33.0,5.9,0,GCMT_003914
B120983A,1983,12,9,6,40,46,125.98,-49.65,10.0,5.3,0,GCMT_003915
B120983B,1983,12,9,13,48,2,-173.53,-16.74,33.0,5.3,0,GCMT_003916
B120983C,1983,12,9,22,7,58,128.58,-7.35,149.0,5.4,0,GCMT_003917
B121083B,1983,12,10,17,37,55,-78.13,-44.36,10.0,5.0,0,GCMT_003918
B121083A,1983,12,10,20,22,39,-91.63,14.38,86.0,5.3,0,GCMT_003919
B121183A,1983,12,11,9,13,50,137.26,8.11,36.0,6.1,0,GCMT_003920
B121283A,1983,12,12,9,26,9,127.38,-7.7,164.0,6.2,0,GCMT_003921
B121283B,1983,12,12,17,23,13,71.46,-6.61,10.0,5.3,0,GCMT_003922
B121383A,1983,12,13,6,36,59,-92.98,14.31,27.0,5.5,0,GCMT_003923
B121483A,1983,12,14,5,2,18,135.68,-1.83,29.0,5.4,0,GCMT_003924
B121583A,1983,12,15,4,22,28,-70.28,-33.09,55.0,6.0,0,GCMT_003925
B121583B,1983,12,15,10,52,54,87.33,42.93,35.0,5.3,0,GCMT_003926
B121583C,1983,12,15,14,11,21,145.43,-3.14,5.0,5.9,0,GCMT_003927
B121683A,1983,12,16,13,15,56,72.91,39.33,33.0,5.7,0,GCMT_003928
B121783A,1983,12,17,2,58,44,95.48,12.79,33.0,5.4,0,GCMT_003929
B121783B,1983,12,17,5,48,39,-178.97,-21.02,618.0,5.4,0,GCMT_003930
B121883A,1983,12,18,17,28,30,119.76,-9.01,33.0,5.7,0,GCMT_003931
B121983A,1983,12,19,6,26,2,-74.54,-15.4,64.0,5.4,0,GCMT_003932
B122083E,1983,12,20,6,53,31,-14.23,-16.37,10.0,5.4,0,GCMT_003933
B122083A,1983,12,20,10,41,9,-124.9,40.41,5.0,5.6,0,GCMT_003934
B122083F,1983,12,20,12,22,34,72.27,-6.76,10.0,5.1,0,GCMT_003935
B122083B,1983,12,20,16,6,8,178.1,-16.47,33.0,5.5,0,GCMT_003936
B122083C,1983,12,20,16,58,33,145.09,-2.41,33.0,5.8,0,GCMT_003937
B122083D,1983,12,20,18,46,34,145.12,-2.55,33.0,5.5,0,GCMT_003938
C122183A,1983,12,21,12,5,6,-63.2,-28.23,604.0,6.3,0,GCMT_003939
B122183B,1983,12,21,23,32,11,151.84,-5.49,33.0,6.1,0,GCMT_003940
B122283A,1983,12,22,0,7,34,152.04,-5.28,33.0,5.6,0,GCMT_003941
C122283B,1983,12,22,1,2,3,151.9,-5.41,33.0,5.8,0,GCMT_003942
C122283C,1983,12,22,4,11,29,-13.61,11.95,10.0,6.4,0,GCMT_003943
B122283D,1983,12,22,5,31,45,69.13,36.04,33.0,5.6,0,GCMT_003944
B122283E,1983,12,22,11,53,38,-63.04,-28.33,598.0,5.2,0,GCMT_003945
B122383A,1983,12,23,14,35,55,-175.71,-20.91,33.0,5.2,0,GCMT_003946
B122383B,1983,12,23,22,56,6,-71.46,-27.54,33.0,5.3,0,GCMT_003947
B122483A,1983,12,24,4,10,45,151.42,45.43,55.0,5.7,0,GCMT_003948
B122483B,1983,12,24,18,21,51,-178.42,-20.04,607.0,5.3,0,GCMT_003949
B122683A,1983,12,26,4,37,6,128.45,-7.43,167.0,5.7,0,GCMT_003950
B122683B,1983,12,26,13,50,45,-27.72,-55.92,93.0,5.8,0,GCMT_003951
B122783A,1983,12,27,0,39,8,44.79,-18.26,33.0,5.1,0,GCMT_003952
B122783D,1983,12,27,3,11,57,71.16,-6.57,10.0,5.1,0,GCMT_003953
B122783B,1983,12,27,10,59,9,104.03,-6.36,33.0,5.5,0,GCMT_003954
B122783C,1983,12,27,23,5,57,-164.09,54.18,49.0,5.6,0,GCMT_003955
B122883B,1983,12,28,0,16,34,-177.8,52.08,111.0,5.1,0,GCMT_003956
B122883A,1983,12,28,6,24,43,166.83,-13.11,141.0,5.5,0,GCMT_003957
B122983A,1983,12,29,5,51,43,71.19,-6.61,10.0,5.1,0,GCMT_003958
B123083A,1983,12,30,2,30,39,140.61,35.58,48.0,5.3,0,GCMT_003959
B123083B,1983,12,30,4,59,15,140.65,35.57,47.0,5.3,0,GCMT_003960
C123083C,1983,12,30,23,52,40,70.74,36.32,222.0,6.7,0,GCMT_003961
B010184A,1984,1,1,1,55,1,141.51,-2.58,33.0,5.2,0,GCMT_003962
C010184B,1984,1,1,9,3,37,137.32,33.4,374.0,6.5,0,GCMT_003963
B010184C,1984,1,1,22,8,10,-66.02,-22.61,228.0,5.4,0,GCMT_003964
C010284A,1984,1,2,22,9,57,-142.32,-57.89,10.0,5.6,0,GCMT_003965
B010384A,1984,1,3,22,55,39,174.02,-40.47,82.0,5.4,0,GCMT_003966
B010484A,1984,1,4,2,42,5,128.16,1.32,42.0,5.4,0,GCMT_003967
B010484B,1984,1,4,3,45,49,145.86,-3.03,12.0,5.5,0,GCMT_003968
B010484C,1984,1,4,18,0,9,-174.3,-15.72,33.0,5.2,0,GCMT_003969
B010484D,1984,1,4,22,40,41,151.39,45.43,40.0,6.2,0,GCMT_003970
B010584A,1984,1,5,7,43,7,102.45,-5.08,33.0,5.4,0,GCMT_003971
B010584B,1984,1,5,21,41,48,-179.19,51.3,57.0,5.2,0,GCMT_003972
B010684A,1984,1,6,15,1,34,-68.65,-23.92,103.0,5.4,0,GCMT_003973
C010884A,1984,1,8,15,24,13,118.8,-2.82,33.0,5.9,0,GCMT_003974
B010984A,1984,1,9,7,18,3,126.93,6.51,75.0,5.4,0,GCMT_003975
B010984B,1984,1,9,13,43,23,-35.96,-60.94,10.0,5.5,0,GCMT_003976
B011084A,1984,1,10,5,14,18,-178.61,-17.6,596.0,5.1,0,GCMT_003977
B011184A,1984,1,11,11,35,56,-102.67,-2.51,10.0,5.1,0,GCMT_003978
B011184B,1984,1,11,13,3,32,120.99,20.41,37.0,5.3,0,GCMT_003979
B011184C,1984,1,11,18,40,30,27.72,-6.11,10.0,5.5,0,GCMT_003980
B011284A,1984,1,12,1,30,29,155.78,49.5,33.0,5.4,0,GCMT_003981
B011384A,1984,1,13,1,3,41,143.3,23.44,33.0,5.3,0,GCMT_003982
B011384B,1984,1,13,2,29,8,-78.44,-3.48,153.0,5.6,0,GCMT_003983
B011584A,1984,1,15,7,14,10,-43.52,28.83,10.0,5.3,0,GCMT_003984
B011684A,1984,1,16,11,54,19,116.03,-6.75,596.0,5.3,0,GCMT_003985
B011684B,1984,1,16,12,27,13,-112.29,-30.0,10.0,5.9,0,GCMT_003986
B011784A,1984,1,17,2,9,4,117.37,-7.72,304.0,5.7,0,GCMT_003987
B011784B,1984,1,17,3,32,8,-71.35,-8.9,621.0,5.3,0,GCMT_003988
B011784C,1984,1,17,11,13,42,141.06,36.43,54.0,5.5,0,GCMT_003989
B011784D,1984,1,17,15,31,56,141.14,36.39,42.0,5.8,0,GCMT_003990
B011784E,1984,1,17,16,19,5,-81.42,-3.89,33.0,5.9,0,GCMT_003991
B011784F,1984,1,17,19,49,59,-179.77,-22.16,598.0,5.6,0,GCMT_003992
B011884A,1984,1,18,14,8,21,65.75,27.94,33.0,5.5,0,GCMT_003993
B011984A,1984,1,19,11,12,36,122.31,24.11,41.0,5.1,0,GCMT_003994
B011984B,1984,1,19,16,15,16,-178.37,-23.63,336.0,5.9,0,GCMT_003995
B011984C,1984,1,19,16,34,45,146.55,6.02,33.0,5.8,0,GCMT_003996
B011984D,1984,1,19,23,48,19,-17.91,-59.26,10.0,5.6,0,GCMT_003997
B012084A,1984,1,20,3,53,2,-178.59,-17.78,534.0,5.3,0,GCMT_003998
B012084B,1984,1,20,4,16,12,130.64,-6.06,81.0,5.3,0,GCMT_003999
B012184A,1984,1,21,20,33,58,145.31,12.96,46.0,5.4,0,GCMT_004000
B012284A,1984,1,22,13,51,51,-174.32,-21.46,53.0,5.5,0,GCMT_004001
B012384A,1984,1,23,7,34,57,130.31,29.24,37.0,5.8,0,GCMT_004002
B012384B,1984,1,23,22,6,5,-169.69,53.27,92.0,5.3,0,GCMT_004003
B012484A,1984,1,24,16,22,21,123.86,12.37,22.0,5.1,0,GCMT_004004
B012484B,1984,1,24,23,7,14,-26.51,-56.58,158.0,5.6,0,GCMT_004005
B012684A,1984,1,26,17,54,8,-24.95,-57.92,33.0,5.3,0,GCMT_004006
B012684B,1984,1,26,18,55,28,112.91,-9.42,33.0,5.1,0,GCMT_004007
B012684C,1984,1,26,19,30,57,-76.93,-12.35,58.0,5.3,0,GCMT_004008
B012684D,1984,1,26,22,46,31,121.96,2.96,613.0,5.3,0,GCMT_004009
B012784A,1984,1,27,1,41,33,147.53,-56.74,10.0,5.2,0,GCMT_004010
B012784B,1984,1,27,13,1,40,71.07,36.41,171.0,5.7,0,GCMT_004011
B012884A,1984,1,28,22,47,51,51.87,14.22,10.0,5.0,0,GCMT_004012
B012984A,1984,1,29,16,14,36,-1.85,71.83,10.0,5.3,0,GCMT_004013
B012984B,1984,1,29,18,13,1,151.54,-3.81,10.0,5.2,0,GCMT_004014
B020184A,1984,2,1,7,28,27,146.61,49.03,565.0,6.0,0,GCMT_004015
B020184B,1984,2,1,14,22,7,70.54,34.68,33.0,5.9,0,GCMT_004016
B020284A,1984,2,2,11,30,33,115.08,-9.96,33.0,5.1,0,GCMT_004017
B020384A,1984,2,3,4,50,26,147.39,17.48,51.0,5.2,0,GCMT_004018
B020384B,1984,2,3,8,29,47,-71.13,-29.46,33.0,5.7,0,GCMT_004019
B020384C,1984,2,3,19,5,32,166.37,-11.5,33.0,5.5,0,GCMT_004020
B020484A,1984,2,4,8,37,39,127.6,-7.7,176.0,5.6,0,GCMT_004021
B020584A,1984,2,5,18,41,6,161.66,55.63,33.0,5.3,0,GCMT_004022
B020784A,1984,2,7,5,13,20,-178.93,-25.68,358.0,5.4,0,GCMT_004023
C020784B,1984,2,7,21,33,20,160.46,-9.92,14.0,6.5,0,GCMT_004024
B020884A,1984,2,8,0,39,52,160.22,-9.8,33.0,6.0,0,GCMT_004025
B020984A,1984,2,9,1,19,12,-76.0,-12.9,119.0,5.2,0,GCMT_004026
B020984B,1984,2,9,4,31,18,-76.23,-14.16,41.0,5.4,0,GCMT_004027
B021084A,1984,2,10,16,51,21,-112.08,28.33,10.0,5.6,0,GCMT_004028
B021184A,1984,2,11,8,2,50,22.07,38.38,15.0,5.3,0,GCMT_004029
B021184B,1984,2,11,13,57,44,-60.0,12.11,58.0,5.3,0,GCMT_004030
B021384A,1984,2,13,4,48,59,122.39,25.43,286.0,5.5,0,GCMT_004031
B021584A,1984,2,15,4,47,29,62.67,4.31,10.0,5.1,0,GCMT_004032
B021584B,1984,2,15,21,57,4,71.17,40.89,33.0,5.1,0,GCMT_004033
B021684A,1984,2,16,17,18,42,70.84,36.42,218.0,6.0,0,GCMT_004034
B021784A,1984,2,17,12,20,49,167.83,-16.88,84.0,5.4,0,GCMT_004035
B021784B,1984,2,17,16,32,21,130.12,-6.62,165.0,6.1,0,GCMT_004036
B021784C,1984,2,17,20,33,41,-109.23,20.5,10.0,5.5,0,GCMT_004037
B021784D,1984,2,17,23,26,53,71.06,40.78,33.0,5.4,0,GCMT_004038
B021984A,1984,2,19,18,27,45,150.89,-6.18,33.0,5.4,0,GCMT_004039
B021984B,1984,2,19,19,21,58,150.62,-6.12,22.0,5.2,0,GCMT_004040
B022284A,1984,2,22,2,4,5,128.89,-3.62,33.0,5.3,0,GCMT_004041
B022284B,1984,2,22,5,44,41,54.02,39.41,33.0,5.1,0,GCMT_004042
B022384A,1984,2,23,15,22,49,67.73,39.97,33.0,5.3,0,GCMT_004043
B022484A,1984,2,24,21,21,9,169.96,-21.38,95.0,5.5,0,GCMT_004044
B022584A,1984,2,25,6,41,2,103.57,-7.13,33.0,5.5,0,GCMT_004045
B022584B,1984,2,25,7,16,0,31.87,-47.9,10.0,5.5,0,GCMT_004046
B022584C,1984,2,25,15,29,14,-174.82,-16.69,259.0,5.7,0,GCMT_004047
B022684A,1984,2,26,8,18,16,-70.57,-17.26,85.0,5.9,0,GCMT_004048
B022684B,1984,2,26,12,38,35,147.02,-7.59,33.0,5.3,0,GCMT_004049
B022784A,1984,2,27,9,40,19,167.93,-16.1,208.0,5.6,0,GCMT_004050
B022784B,1984,2,27,21,54,22,167.28,-15.12,161.0,5.1,0,GCMT_004051
B022884A,1984,2,28,0,5,25,156.13,-8.8,33.0,5.6,0,GCMT_004052
B030184A,1984,3,1,19,21,24,-106.05,-4.65,10.0,5.5,0,GCMT_004053
B030284A,1984,3,2,0,0,41,-176.71,-20.98,257.0,5.4,0,GCMT_004054
B030284B,1984,3,2,1,22,26,69.55,-23.97,10.0,5.3,0,GCMT_004055
B030284C,1984,3,2,5,48,1,145.82,-4.34,33.0,5.4,0,GCMT_004056
B030384A,1984,3,3,14,4,10,146.42,43.33,57.0,5.3,0,GCMT_004057
B030484A,1984,3,4,22,34,24,-70.7,-26.55,33.0,5.4,0,GCMT_004058
C030584A,1984,3,5,3,33,51,123.77,8.14,651.0,6.7,0,GCMT_004059
B030584B,1984,3,5,11,1,0,139.18,28.72,466.0,5.1,0,GCMT_004060
B030584C,1984,3,5,21,26,42,94.65,24.5,68.0,5.2,0,GCMT_004061
B030684A,1984,3,6,0,25,27,-179.12,-29.0,328.0,5.2,0,GCMT_004062
C030684B,1984,3,6,2,17,21,138.87,29.36,457.0,6.3,0,GCMT_004063
B030684C,1984,3,6,14,55,15,142.88,42.64,97.0,5.5,0,GCMT_004064
B030884A,1984,3,8,0,40,47,177.4,-38.22,68.0,5.9,0,GCMT_004065
B030984A,1984,3,9,4,58,41,120.5,19.24,32.0,5.3,0,GCMT_004066
B031084A,1984,3,10,9,1,59,106.91,-7.71,38.0,5.7,0,GCMT_004067
B031184A,1984,3,11,13,42,56,-108.41,-26.64,10.0,5.7,0,GCMT_004068
B031184B,1984,3,11,22,22,25,135.5,38.36,350.0,5.3,0,GCMT_004069
B031284A,1984,3,12,2,34,19,143.16,22.21,205.0,5.3,0,GCMT_004070
B031284B,1984,3,12,9,48,25,125.97,3.68,125.0,5.3,0,GCMT_004071
B031284C,1984,3,12,10,50,50,179.87,-23.29,565.0,5.5,0,GCMT_004072
B031384A,1984,3,13,12,22,2,129.2,-7.19,173.0,5.3,0,GCMT_004073
B031384B,1984,3,13,20,37,37,148.76,-6.19,31.0,5.0,0,GCMT_004074
B031484A,1984,3,14,0,39,18,118.45,5.22,52.0,5.6,0,GCMT_004075
B031484B,1984,3,14,5,38,8,134.46,-1.84,33.0,5.1,0,GCMT_004076
B031484C,1984,3,14,11,36,30,-178.11,-20.04,565.0,5.7,0,GCMT_004077
B031584A,1984,3,15,3,22,18,105.34,-6.63,68.0,5.6,0,GCMT_004078
B031684A,1984,3,16,17,10,44,145.52,42.94,33.0,5.6,0,GCMT_004079
B031684B,1984,3,16,21,36,56,129.87,-6.73,176.0,5.5,0,GCMT_004080
B031684C,1984,3,16,22,53,58,170.33,-20.73,33.0,5.4,0,GCMT_004081
B031784A,1984,3,17,15,17,14,122.6,3.4,542.0,5.4,0,GCMT_004082
B031884A,1984,3,18,2,17,9,120.16,-7.32,605.0,5.2,0,GCMT_004083
B031984A,1984,3,19,3,4,51,128.23,25.35,33.0,5.3,0,GCMT_004084
